status,title,normalized_title,doi,openalex_id,arxiv_id,published_date,criteria_hash,source,updated_at,round
include,Recent Advances in Discrete Speech Tokens: A Review,recentadvancesindiscretespeechtokens:areview,10.48550/arxiv.2502.06490,,2502.06490,2025-02-10,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
include,Self-supervised speech unit discovery from articulatory and acoustic features using VQ-VAE,self-supervisedspeechunitdiscoveryfromarticulatoryandacousticfeaturesusingvq-vae,10.48550/arxiv.2206.08790,,2206.08790,2022-06-17,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
include,A Comparative Study of Self-supervised Speech Representation Based Voice Conversion,acomparativestudyofself-supervisedspeechrepresentationbasedvoiceconversion,10.1109/jstsp.2022.3193761,,2207.04356,2022-07-10,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
include,DelightfulTTS 2: End-to-End Speech Synthesis with Adversarial Vector-Quantized Auto-Encoders,delightfultts2:end-to-endspeechsynthesiswithadversarialvector-quantizedauto-encoders,10.48550/arxiv.2207.04646,,2207.04646,2022-07-11,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
include,A Multi-Stage Multi-Codebook VQ-VAE Approach to High-Performance Neural TTS,amulti-stagemulti-codebookvq-vaeapproachtohigh-performanceneuraltts,10.48550/arxiv.2209.10887,,2209.10887,2022-09-22,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
include,CoBERT: Self-Supervised Speech Representation Learning Through Code Representation Learning,cobert:self-supervisedspeechrepresentationlearningthroughcoderepresentationlearning,10.48550/arxiv.2210.04062,,2210.04062,2022-10-08,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
include,JukeDrummer: Conditional Beat-aware Audio-domain Drum Accompaniment Generation via Transformer VQ-VAE,jukedrummer:conditionalbeat-awareaudio-domaindrumaccompanimentgenerationviatransformervq-vae,10.48550/arxiv.2210.06007,,2210.06007,2022-10-12,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
include,Towards High-Quality Neural TTS for Low-Resource Languages by Learning Compact Speech Representations,towardshigh-qualityneuralttsforlow-resourcelanguagesbylearningcompactspeechrepresentations,10.48550/arxiv.2210.15131,,2210.15131,2022-10-27,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
include,token2vec: A Joint Self-Supervised Pre-training Framework Using Unpaired Speech and Text,token2vec:ajointself-supervisedpre-trainingframeworkusingunpairedspeechandtext,10.48550/arxiv.2210.16755,,2210.16755,2022-10-30,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
include,SpeechLMScore: Evaluating speech generation using speech language model,speechlmscore:evaluatingspeechgenerationusingspeechlanguagemodel,10.48550/arxiv.2212.04559,,2212.04559,2022-12-08,729506d3cfb76000acabe7045f7f724cf627600e4825b13586eef076dc26d334,base_review,2026-01-24T12:01:22.003612+00:00,0
